"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1401","1500","1200"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1501","1600","1125"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1601","1700","1050"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1701","1800","975"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1801","1900","900"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1901","2000","825"
"2022-2023","THREE_QUARTER_TIME","3000","3099","2001","2100","750"
"2022-2023","THREE_QUARTER_TIME","3100","3199","0","0","2363"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1","100","2325"
"2022-2023","THREE_QUARTER_TIME","3100","3199","101","200","2250"
"2022-2023","THREE_QUARTER_TIME","3100","3199","201","300","2175"
"2022-2023","THREE_QUARTER_TIME","3100","3199","301","400","2100"
"2022-2023","THREE_QUARTER_TIME","3100","3199","401","500","2025"
"2022-2023","THREE_QUARTER_TIME","3100","3199","501","600","1950"
"2022-2023","THREE_QUARTER_TIME","3100","3199","601","700","1875"
"2022-2023","THREE_QUARTER_TIME","3100","3199","701","800","1800"
"2022-2023","THREE_QUARTER_TIME","3100","3199","801","900","1725"
"2022-2023","THREE_QUARTER_TIME","3100","3199","901","1000","1650"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1001","1100","1575"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1101","1200","1500"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1201","1300","1425"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1301","1400","1350"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1401","1500","1275"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1501","1600","1200"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1601","1700","1125"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1701","1800","1050"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1801","1900","975"
"2022-2023","THREE_QUARTER_TIME","3100","3199","1901","2000","900"
"2022-2023","THREE_QUARTER_TIME","3100","3199","2001","2100","825"
"2022-2023","THREE_QUARTER_TIME","3100","3199","2101","2200","750"
"2022-2023","THREE_QUARTER_TIME","3200","3299","0","0","2438"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1","100","2400"
"2022-2023","THREE_QUARTER_TIME","3200","3299","101","200","2325"
"2022-2023","THREE_QUARTER_TIME","3200","3299","201","300","2250"
"2022-2023","THREE_QUARTER_TIME","3200","3299","301","400","2175"
"2022-2023","THREE_QUARTER_TIME","3200","3299","401","500","2100"
"2022-2023","THREE_QUARTER_TIME","3200","3299","501","600","2025"
"2022-2023","THREE_QUARTER_TIME","3200","3299","601","700","1950"
"2022-2023","THREE_QUARTER_TIME","3200","3299","701","800","1875"
"2022-2023","THREE_QUARTER_TIME","3200","3299","801","900","1800"
"2022-2023","THREE_QUARTER_TIME","3200","3299","901","1000","1725"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1001","1100","1650"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1101","1200","1575"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1201","1300","1500"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1301","1400","1425"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1401","1500","1350"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1501","1600","1275"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1601","1700","1200"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1701","1800","1125"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1801","1900","1050"
"2022-2023","THREE_QUARTER_TIME","3200","3299","1901","2000","975"
"2022-2023","THREE_QUARTER_TIME","3200","3299","2001","2100","900"
"2022-2023","THREE_QUARTER_TIME","3200","3299","2101","2200","825"
"2022-2023","THREE_QUARTER_TIME","3200","3299","2201","2300","750"
"2022-2023","THREE_QUARTER_TIME","3300","3399","0","0","2513"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1","100","2475"
"2022-2023","THREE_QUARTER_TIME","3300","3399","101","200","2400"
"2022-2023","THREE_QUARTER_TIME","3300","3399","201","300","2325"
"2022-2023","THREE_QUARTER_TIME","3300","3399","301","400","2250"
"2022-2023","THREE_QUARTER_TIME","3300","3399","401","500","2175"
"2022-2023","THREE_QUARTER_TIME","3300","3399","501","600","2100"
"2022-2023","THREE_QUARTER_TIME","3300","3399","601","700","2025"
"2022-2023","THREE_QUARTER_TIME","3300","3399","701","800","1950"
"2022-2023","THREE_QUARTER_TIME","3300","3399","801","900","1875"
"2022-2023","THREE_QUARTER_TIME","3300","3399","901","1000","1800"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1001","1100","1725"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1101","1200","1650"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1201","1300","1575"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1301","1400","1500"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1401","1500","1425"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1501","1600","1350"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1601","1700","1275"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1701","1800","1200"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1801","1900","1125"
"2022-2023","THREE_QUARTER_TIME","3300","3399","1901","2000","1050"
"2022-2023","THREE_QUARTER_TIME","3300","3399","2001","2100","975"
"2022-2023","THREE_QUARTER_TIME","3300","3399","2101","2200","900"
"2022-2023","THREE_QUARTER_TIME","3300","3399","2201","2300","825"
"2022-2023","THREE_QUARTER_TIME","3300","3399","2301","2400","750"
"2022-2023","THREE_QUARTER_TIME","3400","3499","0","0","2588"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1","100","2550"
"2022-2023","THREE_QUARTER_TIME","3400","3499","101","200","2475"
"2022-2023","THREE_QUARTER_TIME","3400","3499","201","300","2400"
"2022-2023","THREE_QUARTER_TIME","3400","3499","301","400","2325"
"2022-2023","THREE_QUARTER_TIME","3400","3499","401","500","2250"
"2022-2023","THREE_QUARTER_TIME","3400","3499","501","600","2175"
"2022-2023","THREE_QUARTER_TIME","3400","3499","601","700","2100"
"2022-2023","THREE_QUARTER_TIME","3400","3499","701","800","2025"
"2022-2023","THREE_QUARTER_TIME","3400","3499","801","900","1950"
"2022-2023","THREE_QUARTER_TIME","3400","3499","901","1000","1875"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1001","1100","1800"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1101","1200","1725"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1201","1300","1650"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1301","1400","1575"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1401","1500","1500"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1501","1600","1425"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1601","1700","1350"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1701","1800","1275"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1801","1900","1200"
"2022-2023","THREE_QUARTER_TIME","3400","3499","1901","2000","1125"
"2022-2023","THREE_QUARTER_TIME","3400","3499","2001","2100","1050"
"2022-2023","THREE_QUARTER_TIME","3400","3499","2101","2200","975"
"2022-2023","THREE_QUARTER_TIME","3400","3499","2201","2300","900"
"2022-2023","THREE_QUARTER_TIME","3400","3499","2301","2400","825"
"2022-2023","THREE_QUARTER_TIME","3400","3499","2401","2500","750"
"2022-2023","THREE_QUARTER_TIME","3500","3599","0","0","2663"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1","100","2625"
"2022-2023","THREE_QUARTER_TIME","3500","3599","101","200","2550"
"2022-2023","THREE_QUARTER_TIME","3500","3599","201","300","2475"
"2022-2023","THREE_QUARTER_TIME","3500","3599","301","400","2400"
"2022-2023","THREE_QUARTER_TIME","3500","3599","401","500","2325"
"2022-2023","THREE_QUARTER_TIME","3500","3599","501","600","2250"
"2022-2023","THREE_QUARTER_TIME","3500","3599","601","700","2175"
"2022-2023","THREE_QUARTER_TIME","3500","3599","701","800","2100"
"2022-2023","THREE_QUARTER_TIME","3500","3599","801","900","2025"
"2022-2023","THREE_QUARTER_TIME","3500","3599","901","1000","1950"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1001","1100","1875"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1101","1200","1800"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1201","1300","1725"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1301","1400","1650"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1401","1500","1575"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1501","1600","1500"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1601","1700","1425"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1701","1800","1350"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1801","1900","1275"
"2022-2023","THREE_QUARTER_TIME","3500","3599","1901","2000","1200"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2001","2100","1125"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2101","2200","1050"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2201","2300","975"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2301","2400","900"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2401","2500","825"
"2022-2023","THREE_QUARTER_TIME","3500","3599","2501","2600","750"
"2022-2023","THREE_QUARTER_TIME","3600","3699","0","0","2738"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1","100","2700"
"2022-2023","THREE_QUARTER_TIME","3600","3699","101","200","2625"
"2022-2023","THREE_QUARTER_TIME","3600","3699","201","300","2550"
"2022-2023","THREE_QUARTER_TIME","3600","3699","301","400","2475"
"2022-2023","THREE_QUARTER_TIME","3600","3699","401","500","2400"
"2022-2023","THREE_QUARTER_TIME","3600","3699","501","600","2325"
"2022-2023","THREE_QUARTER_TIME","3600","3699","601","700","2250"
"2022-2023","THREE_QUARTER_TIME","3600","3699","701","800","2175"
"2022-2023","THREE_QUARTER_TIME","3600","3699","801","900","2100"
"2022-2023","THREE_QUARTER_TIME","3600","3699","901","1000","2025"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1001","1100","1950"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1101","1200","1875"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1201","1300","1800"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1301","1400","1725"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1401","1500","1650"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1501","1600","1575"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1601","1700","1500"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1701","1800","1425"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1801","1900","1350"
"2022-2023","THREE_QUARTER_TIME","3600","3699","1901","2000","1275"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2001","2100","1200"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2101","2200","1125"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2201","2300","1050"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2301","2400","975"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2401","2500","900"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2501","2600","825"
"2022-2023","THREE_QUARTER_TIME","3600","3699","2601","2700","750"
"2022-2023","THREE_QUARTER_TIME","3700","3799","0","0","2813"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1","100","2775"
"2022-2023","THREE_QUARTER_TIME","3700","3799","101","200","2700"
"2022-2023","THREE_QUARTER_TIME","3700","3799","201","300","2625"
"2022-2023","THREE_QUARTER_TIME","3700","3799","301","400","2550"
"2022-2023","THREE_QUARTER_TIME","3700","3799","401","500","2475"
"2022-2023","THREE_QUARTER_TIME","3700","3799","501","600","2400"
"2022-2023","THREE_QUARTER_TIME","3700","3799","601","700","2325"
"2022-2023","THREE_QUARTER_TIME","3700","3799","701","800","2250"
"2022-2023","THREE_QUARTER_TIME","3700","3799","801","900","2175"
"2022-2023","THREE_QUARTER_TIME","3700","3799","901","1000","2100"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1001","1100","2025"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1101","1200","1950"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1201","1300","1875"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1301","1400","1800"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1401","1500","1725"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1501","1600","1650"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1601","1700","1575"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1701","1800","1500"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1801","1900","1425"
"2022-2023","THREE_QUARTER_TIME","3700","3799","1901","2000","1350"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2001","2100","1275"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2101","2200","1200"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2201","2300","1125"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2301","2400","1050"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2401","2500","975"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2501","2600","900"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2601","2700","825"
"2022-2023","THREE_QUARTER_TIME","3700","3799","2701","2800","750"
"2022-2023","THREE_QUARTER_TIME","3800","3899","0","0","2888"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1","100","2850"
"2022-2023","THREE_QUARTER_TIME","3800","3899","101","200","2775"
"2022-2023","THREE_QUARTER_TIME","3800","3899","201","300","2700"
"2022-2023","THREE_QUARTER_TIME","3800","3899","301","400","2625"
"2022-2023","THREE_QUARTER_TIME","3800","3899","401","500","2550"
"2022-2023","THREE_QUARTER_TIME","3800","3899","501","600","2475"
"2022-2023","THREE_QUARTER_TIME","3800","3899","601","700","2400"
"2022-2023","THREE_QUARTER_TIME","3800","3899","701","800","2325"
"2022-2023","THREE_QUARTER_TIME","3800","3899","801","900","2250"
"2022-2023","THREE_QUARTER_TIME","3800","3899","901","1000","2175"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1001","1100","2100"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1101","1200","2025"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1201","1300","1950"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1301","1400","1875"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1401","1500","1800"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1501","1600","1725"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1601","1700","1650"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1701","1800","1575"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1801","1900","1500"
"2022-2023","THREE_QUARTER_TIME","3800","3899","1901","2000","1425"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2001","2100","1350"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2101","2200","1275"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2201","2300","1200"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2301","2400","1125"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2401","2500","1050"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2501","2600","975"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2601","2700","900"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2701","2800","825"
"2022-2023","THREE_QUARTER_TIME","3800","3899","2801","2900","750"
"2022-2023","THREE_QUARTER_TIME","3900","3999","0","0","2963"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1","100","2925"
"2022-2023","THREE_QUARTER_TIME","3900","3999","101","200","2850"
"2022-2023","THREE_QUARTER_TIME","3900","3999","201","300","2775"
"2022-2023","THREE_QUARTER_TIME","3900","3999","301","400","2700"
"2022-2023","THREE_QUARTER_TIME","3900","3999","401","500","2625"
"2022-2023","THREE_QUARTER_TIME","3900","3999","501","600","2550"
"2022-2023","THREE_QUARTER_TIME","3900","3999","601","700","2475"
"2022-2023","THREE_QUARTER_TIME","3900","3999","701","800","2400"
"2022-2023","THREE_QUARTER_TIME","3900","3999","801","900","2325"
"2022-2023","THREE_QUARTER_TIME","3900","3999","901","1000","2250"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1001","1100","2175"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1101","1200","2100"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1201","1300","2025"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1301","1400","1950"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1401","1500","1875"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1501","1600","1800"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1601","1700","1725"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1701","1800","1650"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1801","1900","1575"
"2022-2023","THREE_QUARTER_TIME","3900","3999","1901","2000","1500"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2001","2100","1425"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2101","2200","1350"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2201","2300","1275"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2301","2400","1200"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2401","2500","1125"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2501","2600","1050"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2601","2700","975"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2701","2800","900"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2801","2900","825"
"2022-2023","THREE_QUARTER_TIME","3900","3999","2901","3000","750"
"2022-2023","THREE_QUARTER_TIME","4000","4099","0","0","3038"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1","100","3000"
"2022-2023","THREE_QUARTER_TIME","4000","4099","101","200","2925"
"2022-2023","THREE_QUARTER_TIME","4000","4099","201","300","2850"
"2022-2023","THREE_QUARTER_TIME","4000","4099","301","400","2775"
"2022-2023","THREE_QUARTER_TIME","4000","4099","401","500","2700"
"2022-2023","THREE_QUARTER_TIME","4000","4099","501","600","2625"
"2022-2023","THREE_QUARTER_TIME","4000","4099","601","700","2550"
"2022-2023","THREE_QUARTER_TIME","4000","4099","701","800","2475"
"2022-2023","THREE_QUARTER_TIME","4000","4099","801","900","2400"
"2022-2023","THREE_QUARTER_TIME","4000","4099","901","1000","2325"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1001","1100","2250"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1101","1200","2175"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1201","1300","2100"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1301","1400","2025"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1401","1500","1950"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1501","1600","1875"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1601","1700","1800"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1701","1800","1725"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1801","1900","1650"
"2022-2023","THREE_QUARTER_TIME","4000","4099","1901","2000","1575"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2001","2100","1500"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2101","2200","1425"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2201","2300","1350"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2301","2400","1275"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2401","2500","1200"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2501","2600","1125"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2601","2700","1050"
"2022-2023","THREE_QUARTER_TIME","4000","4099","2701","2800","975"
