"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2022-2023","FULL_TIME","6700","6799","1601","1700","5100"
"2022-2023","FULL_TIME","6700","6799","1701","1800","5000"
"2022-2023","FULL_TIME","6700","6799","1801","1900","4900"
"2022-2023","FULL_TIME","6700","6799","1901","2000","4800"
"2022-2023","FULL_TIME","6700","6799","2001","2100","4700"
"2022-2023","FULL_TIME","6700","6799","2101","2200","4600"
"2022-2023","FULL_TIME","6700","6799","2201","2300","4500"
"2022-2023","FULL_TIME","6700","6799","2301","2400","4400"
"2022-2023","FULL_TIME","6700","6799","2401","2500","4300"
"2022-2023","FULL_TIME","6700","6799","2501","2600","4200"
"2022-2023","FULL_TIME","6700","6799","2601","2700","4100"
"2022-2023","FULL_TIME","6700","6799","2701","2800","4000"
"2022-2023","FULL_TIME","6700","6799","2801","2900","3900"
"2022-2023","FULL_TIME","6700","6799","2901","3000","3800"
"2022-2023","FULL_TIME","6700","6799","3001","3100","3700"
"2022-2023","FULL_TIME","6700","6799","3101","3200","3600"
"2022-2023","FULL_TIME","6700","6799","3201","3300","3500"
"2022-2023","FULL_TIME","6700","6799","3301","3400","3400"
"2022-2023","FULL_TIME","6700","6799","3401","3500","3300"
"2022-2023","FULL_TIME","6700","6799","3501","3600","3200"
"2022-2023","FULL_TIME","6700","6799","3601","3700","3100"
"2022-2023","FULL_TIME","6700","6799","3701","3800","3000"
"2022-2023","FULL_TIME","6700","6799","3801","3900","2900"
"2022-2023","FULL_TIME","6700","6799","3901","4000","2800"
"2022-2023","FULL_TIME","6700","6799","4001","4100","2700"
"2022-2023","FULL_TIME","6700","6799","4101","4200","2600"
"2022-2023","FULL_TIME","6700","6799","4201","4300","2500"
"2022-2023","FULL_TIME","6700","6799","4301","4400","2400"
"2022-2023","FULL_TIME","6700","6799","4401","4500","2300"
"2022-2023","FULL_TIME","6700","6799","4501","4600","2200"
"2022-2023","FULL_TIME","6700","6799","4601","4700","2100"
"2022-2023","FULL_TIME","6700","6799","4701","4800","2000"
"2022-2023","FULL_TIME","6700","6799","4801","4900","1900"
"2022-2023","FULL_TIME","6700","6799","4901","5000","1800"
"2022-2023","FULL_TIME","6700","6799","5001","5100","1700"
"2022-2023","FULL_TIME","6700","6799","5101","5200","1600"
"2022-2023","FULL_TIME","6700","6799","5201","5300","1500"
"2022-2023","FULL_TIME","6700","6799","5301","5400","1400"
"2022-2023","FULL_TIME","6700","6799","5401","5500","1300"
"2022-2023","FULL_TIME","6700","6799","5501","5600","1200"
"2022-2023","FULL_TIME","6700","6799","5601","5700","1100"
"2022-2023","FULL_TIME","6700","6799","5701","5800","1000"
"2022-2023","FULL_TIME","6700","6799","5801","5900","900"
"2022-2023","FULL_TIME","6700","6799","5901","6000","800"
"2022-2023","FULL_TIME","6700","6799","6001","6100","700"
"2022-2023","FULL_TIME","6800","6894","0","0","6847"
"2022-2023","FULL_TIME","6800","6894","1","100","6797"
"2022-2023","FULL_TIME","6800","6894","101","200","6697"
"2022-2023","FULL_TIME","6800","6894","201","300","6597"
"2022-2023","FULL_TIME","6800","6894","301","400","6497"
"2022-2023","FULL_TIME","6800","6894","401","500","6397"
"2022-2023","FULL_TIME","6800","6894","501","600","6297"
"2022-2023","FULL_TIME","6800","6894","601","700","6197"
"2022-2023","FULL_TIME","6800","6894","701","800","6097"
"2022-2023","FULL_TIME","6800","6894","801","900","5997"
"2022-2023","FULL_TIME","6800","6894","901","1000","5897"
"2022-2023","FULL_TIME","6800","6894","1001","1100","5797"
"2022-2023","FULL_TIME","6800","6894","1101","1200","5697"
"2022-2023","FULL_TIME","6800","6894","1201","1300","5597"
"2022-2023","FULL_TIME","6800","6894","1301","1400","5497"
"2022-2023","FULL_TIME","6800","6894","1401","1500","5397"
"2022-2023","FULL_TIME","6800","6894","1501","1600","5297"
"2022-2023","FULL_TIME","6800","6894","1601","1700","5197"
"2022-2023","FULL_TIME","6800","6894","1701","1800","5097"
"2022-2023","FULL_TIME","6800","6894","1801","1900","4997"
"2022-2023","FULL_TIME","6800","6894","1901","2000","4897"
"2022-2023","FULL_TIME","6800","6894","2001","2100","4797"
"2022-2023","FULL_TIME","6800","6894","2101","2200","4697"
"2022-2023","FULL_TIME","6800","6894","2201","2300","4597"
"2022-2023","FULL_TIME","6800","6894","2301","2400","4497"
"2022-2023","FULL_TIME","6800","6894","2401","2500","4397"
"2022-2023","FULL_TIME","6800","6894","2501","2600","4297"
"2022-2023","FULL_TIME","6800","6894","2601","2700","4197"
"2022-2023","FULL_TIME","6800","6894","2701","2800","4097"
"2022-2023","FULL_TIME","6800","6894","2801","2900","3997"
"2022-2023","FULL_TIME","6800","6894","2901","3000","3897"
"2022-2023","FULL_TIME","6800","6894","3001","3100","3797"
"2022-2023","FULL_TIME","6800","6894","3101","3200","3697"
"2022-2023","FULL_TIME","6800","6894","3201","3300","3597"
"2022-2023","FULL_TIME","6800","6894","3301","3400","3497"
"2022-2023","FULL_TIME","6800","6894","3401","3500","3397"
"2022-2023","FULL_TIME","6800","6894","3501","3600","3297"
"2022-2023","FULL_TIME","6800","6894","3601","3700","3197"
"2022-2023","FULL_TIME","6800","6894","3701","3800","3097"
"2022-2023","FULL_TIME","6800","6894","3801","3900","2997"
"2022-2023","FULL_TIME","6800","6894","3901","4000","2897"
"2022-2023","FULL_TIME","6800","6894","4001","4100","2797"
"2022-2023","FULL_TIME","6800","6894","4101","4200","2697"
"2022-2023","FULL_TIME","6800","6894","4201","4300","2597"
"2022-2023","FULL_TIME","6800","6894","4301","4400","2497"
"2022-2023","FULL_TIME","6800","6894","4401","4500","2397"
"2022-2023","FULL_TIME","6800","6894","4501","4600","2297"
"2022-2023","FULL_TIME","6800","6894","4601","4700","2197"
"2022-2023","FULL_TIME","6800","6894","4701","4800","2097"
"2022-2023","FULL_TIME","6800","6894","4801","4900","1997"
"2022-2023","FULL_TIME","6800","6894","4901","5000","1897"
"2022-2023","FULL_TIME","6800","6894","5001","5100","1797"
"2022-2023","FULL_TIME","6800","6894","5101","5200","1697"
"2022-2023","FULL_TIME","6800","6894","5201","5300","1597"
"2022-2023","FULL_TIME","6800","6894","5301","5400","1497"
"2022-2023","FULL_TIME","6800","6894","5401","5500","1397"
"2022-2023","FULL_TIME","6800","6894","5501","5600","1297"
"2022-2023","FULL_TIME","6800","6894","5601","5700","1197"
"2022-2023","FULL_TIME","6800","6894","5701","5800","1097"
"2022-2023","FULL_TIME","6800","6894","5801","5900","997"
"2022-2023","FULL_TIME","6800","6894","5901","6000","897"
"2022-2023","FULL_TIME","6800","6894","6001","6100","797"
"2022-2023","FULL_TIME","6800","6894","6101","6200","697"
"2022-2023","FULL_TIME","6895","999999","0","0","6895"
"2022-2023","FULL_TIME","6895","999999","1","100","6845"
"2022-2023","FULL_TIME","6895","999999","101","200","6745"
"2022-2023","FULL_TIME","6895","999999","201","300","6645"
"2022-2023","FULL_TIME","6895","999999","301","400","6545"
"2022-2023","FULL_TIME","6895","999999","401","500","6445"
"2022-2023","FULL_TIME","6895","999999","501","600","6345"
"2022-2023","FULL_TIME","6895","999999","601","700","6245"
"2022-2023","FULL_TIME","6895","999999","701","800","6145"
"2022-2023","FULL_TIME","6895","999999","801","900","6045"
"2022-2023","FULL_TIME","6895","999999","901","1000","5945"
"2022-2023","FULL_TIME","6895","999999","1001","1100","5845"
"2022-2023","FULL_TIME","6895","999999","1101","1200","5745"
"2022-2023","FULL_TIME","6895","999999","1201","1300","5645"
"2022-2023","FULL_TIME","6895","999999","1301","1400","5545"
"2022-2023","FULL_TIME","6895","999999","1401","1500","5445"
"2022-2023","FULL_TIME","6895","999999","1501","1600","5345"
"2022-2023","FULL_TIME","6895","999999","1601","1700","5245"
"2022-2023","FULL_TIME","6895","999999","1701","1800","5145"
"2022-2023","FULL_TIME","6895","999999","1801","1900","5045"
"2022-2023","FULL_TIME","6895","999999","1901","2000","4945"
"2022-2023","FULL_TIME","6895","999999","2001","2100","4845"
"2022-2023","FULL_TIME","6895","999999","2101","2200","4745"
"2022-2023","FULL_TIME","6895","999999","2201","2300","4645"
"2022-2023","FULL_TIME","6895","999999","2301","2400","4545"
"2022-2023","FULL_TIME","6895","999999","2401","2500","4445"
"2022-2023","FULL_TIME","6895","999999","2501","2600","4345"
"2022-2023","FULL_TIME","6895","999999","2601","2700","4245"
"2022-2023","FULL_TIME","6895","999999","2701","2800","4145"
"2022-2023","FULL_TIME","6895","999999","2801","2900","4045"
"2022-2023","FULL_TIME","6895","999999","2901","3000","3945"
"2022-2023","FULL_TIME","6895","999999","3001","3100","3845"
"2022-2023","FULL_TIME","6895","999999","3101","3200","3745"
"2022-2023","FULL_TIME","6895","999999","3201","3300","3645"
"2022-2023","FULL_TIME","6895","999999","3301","3400","3545"
"2022-2023","FULL_TIME","6895","999999","3401","3500","3445"
"2022-2023","FULL_TIME","6895","999999","3501","3600","3345"
"2022-2023","FULL_TIME","6895","999999","3601","3700","3245"
"2022-2023","FULL_TIME","6895","999999","3701","3800","3145"
"2022-2023","FULL_TIME","6895","999999","3801","3900","3045"
"2022-2023","FULL_TIME","6895","999999","3901","4000","2945"
"2022-2023","FULL_TIME","6895","999999","4001","4100","2845"
"2022-2023","FULL_TIME","6895","999999","4101","4200","2745"
"2022-2023","FULL_TIME","6895","999999","4201","4300","2645"
"2022-2023","FULL_TIME","6895","999999","4301","4400","2545"
"2022-2023","FULL_TIME","6895","999999","4401","4500","2445"
"2022-2023","FULL_TIME","6895","999999","4501","4600","2345"
"2022-2023","FULL_TIME","6895","999999","4601","4700","2245"
"2022-2023","FULL_TIME","6895","999999","4701","4800","2145"
"2022-2023","FULL_TIME","6895","999999","4801","4900","2045"
"2022-2023","FULL_TIME","6895","999999","4901","5000","1945"
"2022-2023","FULL_TIME","6895","999999","5001","5100","1845"
"2022-2023","FULL_TIME","6895","999999","5101","5200","1745"
"2022-2023","FULL_TIME","6895","999999","5201","5300","1645"
"2022-2023","FULL_TIME","6895","999999","5301","5400","1545"
"2022-2023","FULL_TIME","6895","999999","5401","5500","1445"
"2022-2023","FULL_TIME","6895","999999","5501","5600","1345"
"2022-2023","FULL_TIME","6895","999999","5601","5700","1245"
"2022-2023","FULL_TIME","6895","999999","5701","5800","1145"
"2022-2023","FULL_TIME","6895","999999","5801","5900","1045"
"2022-2023","FULL_TIME","6895","999999","5901","6000","945"
"2022-2023","FULL_TIME","6895","999999","6001","6100","845"
"2022-2023","FULL_TIME","6895","999999","6101","6200","745"
"2022-2023","FULL_TIME","6895","999999","6201","6206","692"
"2022-2023","THREE_QUARTER_TIME","900","999","0","0","713"
"2022-2023","THREE_QUARTER_TIME","1000","1099","0","0","788"
"2022-2023","THREE_QUARTER_TIME","1000","1099","1","100","750"
"2022-2023","THREE_QUARTER_TIME","1100","1199","0","0","863"
"2022-2023","THREE_QUARTER_TIME","1100","1199","1","100","825"
"2022-2023","THREE_QUARTER_TIME","1100","1199","101","200","750"
"2022-2023","THREE_QUARTER_TIME","1200","1299","0","0","938"
"2022-2023","THREE_QUARTER_TIME","1200","1299","1","100","900"
"2022-2023","THREE_QUARTER_TIME","1200","1299","101","200","825"
"2022-2023","THREE_QUARTER_TIME","1200","1299","201","300","750"
"2022-2023","THREE_QUARTER_TIME","1300","1399","0","0","1013"
"2022-2023","THREE_QUARTER_TIME","1300","1399","1","100","975"
"2022-2023","THREE_QUARTER_TIME","1300","1399","101","200","900"
"2022-2023","THREE_QUARTER_TIME","1300","1399","201","300","825"
"2022-2023","THREE_QUARTER_TIME","1300","1399","301","400","750"
"2022-2023","THREE_QUARTER_TIME","1400","1499","0","0","1088"
"2022-2023","THREE_QUARTER_TIME","1400","1499","1","100","1050"
"2022-2023","THREE_QUARTER_TIME","1400","1499","101","200","975"
"2022-2023","THREE_QUARTER_TIME","1400","1499","201","300","900"
"2022-2023","THREE_QUARTER_TIME","1400","1499","301","400","825"
"2022-2023","THREE_QUARTER_TIME","1400","1499","401","500","750"
"2022-2023","THREE_QUARTER_TIME","1500","1599","0","0","1163"
"2022-2023","THREE_QUARTER_TIME","1500","1599","1","100","1125"
"2022-2023","THREE_QUARTER_TIME","1500","1599","101","200","1050"
"2022-2023","THREE_QUARTER_TIME","1500","1599","201","300","975"
"2022-2023","THREE_QUARTER_TIME","1500","1599","301","400","900"
"2022-2023","THREE_QUARTER_TIME","1500","1599","401","500","825"
"2022-2023","THREE_QUARTER_TIME","1500","1599","501","600","750"
"2022-2023","THREE_QUARTER_TIME","1600","1699","0","0","1238"
"2022-2023","THREE_QUARTER_TIME","1600","1699","1","100","1200"
"2022-2023","THREE_QUARTER_TIME","1600","1699","101","200","1125"
"2022-2023","THREE_QUARTER_TIME","1600","1699","201","300","1050"
"2022-2023","THREE_QUARTER_TIME","1600","1699","301","400","975"
"2022-2023","THREE_QUARTER_TIME","1600","1699","401","500","900"
"2022-2023","THREE_QUARTER_TIME","1600","1699","501","600","825"
"2022-2023","THREE_QUARTER_TIME","1600","1699","601","700","750"
"2022-2023","THREE_QUARTER_TIME","1700","1799","0","0","1313"
"2022-2023","THREE_QUARTER_TIME","1700","1799","1","100","1275"
"2022-2023","THREE_QUARTER_TIME","1700","1799","101","200","1200"
"2022-2023","THREE_QUARTER_TIME","1700","1799","201","300","1125"
"2022-2023","THREE_QUARTER_TIME","1700","1799","301","400","1050"
"2022-2023","THREE_QUARTER_TIME","1700","1799","401","500","975"
"2022-2023","THREE_QUARTER_TIME","1700","1799","501","600","900"
"2022-2023","THREE_QUARTER_TIME","1700","1799","601","700","825"
"2022-2023","THREE_QUARTER_TIME","1700","1799","701","800","750"
"2022-2023","THREE_QUARTER_TIME","1800","1899","0","0","1388"
"2022-2023","THREE_QUARTER_TIME","1800","1899","1","100","1350"
"2022-2023","THREE_QUARTER_TIME","1800","1899","101","200","1275"
"2022-2023","THREE_QUARTER_TIME","1800","1899","201","300","1200"
"2022-2023","THREE_QUARTER_TIME","1800","1899","301","400","1125"
"2022-2023","THREE_QUARTER_TIME","1800","1899","401","500","1050"
"2022-2023","THREE_QUARTER_TIME","1800","1899","501","600","975"
"2022-2023","THREE_QUARTER_TIME","1800","1899","601","700","900"
"2022-2023","THREE_QUARTER_TIME","1800","1899","701","800","825"
"2022-2023","THREE_QUARTER_TIME","1800","1899","801","900","750"
"2022-2023","THREE_QUARTER_TIME","1900","1999","0","0","1463"
"2022-2023","THREE_QUARTER_TIME","1900","1999","1","100","1425"
"2022-2023","THREE_QUARTER_TIME","1900","1999","101","200","1350"
"2022-2023","THREE_QUARTER_TIME","1900","1999","201","300","1275"
"2022-2023","THREE_QUARTER_TIME","1900","1999","301","400","1200"
"2022-2023","THREE_QUARTER_TIME","1900","1999","401","500","1125"
"2022-2023","THREE_QUARTER_TIME","1900","1999","501","600","1050"
"2022-2023","THREE_QUARTER_TIME","1900","1999","601","700","975"
"2022-2023","THREE_QUARTER_TIME","1900","1999","701","800","900"
"2022-2023","THREE_QUARTER_TIME","1900","1999","801","900","825"
"2022-2023","THREE_QUARTER_TIME","1900","1999","901","1000","750"
"2022-2023","THREE_QUARTER_TIME","2000","2099","0","0","1538"
"2022-2023","THREE_QUARTER_TIME","2000","2099","1","100","1500"
"2022-2023","THREE_QUARTER_TIME","2000","2099","101","200","1425"
"2022-2023","THREE_QUARTER_TIME","2000","2099","201","300","1350"
"2022-2023","THREE_QUARTER_TIME","2000","2099","301","400","1275"
"2022-2023","THREE_QUARTER_TIME","2000","2099","401","500","1200"
"2022-2023","THREE_QUARTER_TIME","2000","2099","501","600","1125"
"2022-2023","THREE_QUARTER_TIME","2000","2099","601","700","1050"
"2022-2023","THREE_QUARTER_TIME","2000","2099","701","800","975"
"2022-2023","THREE_QUARTER_TIME","2000","2099","801","900","900"
"2022-2023","THREE_QUARTER_TIME","2000","2099","901","1000","825"
"2022-2023","THREE_QUARTER_TIME","2000","2099","1001","1100","750"
"2022-2023","THREE_QUARTER_TIME","2100","2199","0","0","1613"
"2022-2023","THREE_QUARTER_TIME","2100","2199","1","100","1575"
"2022-2023","THREE_QUARTER_TIME","2100","2199","101","200","1500"
"2022-2023","THREE_QUARTER_TIME","2100","2199","201","300","1425"
"2022-2023","THREE_QUARTER_TIME","2100","2199","301","400","1350"
"2022-2023","THREE_QUARTER_TIME","2100","2199","401","500","1275"
"2022-2023","THREE_QUARTER_TIME","2100","2199","501","600","1200"
"2022-2023","THREE_QUARTER_TIME","2100","2199","601","700","1125"
"2022-2023","THREE_QUARTER_TIME","2100","2199","701","800","1050"
"2022-2023","THREE_QUARTER_TIME","2100","2199","801","900","975"
"2022-2023","THREE_QUARTER_TIME","2100","2199","901","1000","900"
"2022-2023","THREE_QUARTER_TIME","2100","2199","1001","1100","825"
"2022-2023","THREE_QUARTER_TIME","2100","2199","1101","1200","750"
"2022-2023","THREE_QUARTER_TIME","2200","2299","0","0","1688"
"2022-2023","THREE_QUARTER_TIME","2200","2299","1","100","1650"
"2022-2023","THREE_QUARTER_TIME","2200","2299","101","200","1575"
"2022-2023","THREE_QUARTER_TIME","2200","2299","201","300","1500"
"2022-2023","THREE_QUARTER_TIME","2200","2299","301","400","1425"
"2022-2023","THREE_QUARTER_TIME","2200","2299","401","500","1350"
"2022-2023","THREE_QUARTER_TIME","2200","2299","501","600","1275"
"2022-2023","THREE_QUARTER_TIME","2200","2299","601","700","1200"
"2022-2023","THREE_QUARTER_TIME","2200","2299","701","800","1125"
"2022-2023","THREE_QUARTER_TIME","2200","2299","801","900","1050"
"2022-2023","THREE_QUARTER_TIME","2200","2299","901","1000","975"
"2022-2023","THREE_QUARTER_TIME","2200","2299","1001","1100","900"
"2022-2023","THREE_QUARTER_TIME","2200","2299","1101","1200","825"
"2022-2023","THREE_QUARTER_TIME","2200","2299","1201","1300","750"
"2022-2023","THREE_QUARTER_TIME","2300","2399","0","0","1763"
"2022-2023","THREE_QUARTER_TIME","2300","2399","1","100","1725"
"2022-2023","THREE_QUARTER_TIME","2300","2399","101","200","1650"
"2022-2023","THREE_QUARTER_TIME","2300","2399","201","300","1575"
"2022-2023","THREE_QUARTER_TIME","2300","2399","301","400","1500"
"2022-2023","THREE_QUARTER_TIME","2300","2399","401","500","1425"
"2022-2023","THREE_QUARTER_TIME","2300","2399","501","600","1350"
"2022-2023","THREE_QUARTER_TIME","2300","2399","601","700","1275"
"2022-2023","THREE_QUARTER_TIME","2300","2399","701","800","1200"
"2022-2023","THREE_QUARTER_TIME","2300","2399","801","900","1125"
"2022-2023","THREE_QUARTER_TIME","2300","2399","901","1000","1050"
"2022-2023","THREE_QUARTER_TIME","2300","2399","1001","1100","975"
"2022-2023","THREE_QUARTER_TIME","2300","2399","1101","1200","900"
"2022-2023","THREE_QUARTER_TIME","2300","2399","1201","1300","825"
"2022-2023","THREE_QUARTER_TIME","2300","2399","1301","1400","750"
"2022-2023","THREE_QUARTER_TIME","2400","2499","0","0","1838"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1","100","1800"
"2022-2023","THREE_QUARTER_TIME","2400","2499","101","200","1725"
"2022-2023","THREE_QUARTER_TIME","2400","2499","201","300","1650"
"2022-2023","THREE_QUARTER_TIME","2400","2499","301","400","1575"
"2022-2023","THREE_QUARTER_TIME","2400","2499","401","500","1500"
"2022-2023","THREE_QUARTER_TIME","2400","2499","501","600","1425"
"2022-2023","THREE_QUARTER_TIME","2400","2499","601","700","1350"
"2022-2023","THREE_QUARTER_TIME","2400","2499","701","800","1275"
"2022-2023","THREE_QUARTER_TIME","2400","2499","801","900","1200"
"2022-2023","THREE_QUARTER_TIME","2400","2499","901","1000","1125"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1001","1100","1050"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1101","1200","975"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1201","1300","900"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1301","1400","825"
"2022-2023","THREE_QUARTER_TIME","2400","2499","1401","1500","750"
"2022-2023","THREE_QUARTER_TIME","2500","2599","0","0","1913"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1","100","1875"
"2022-2023","THREE_QUARTER_TIME","2500","2599","101","200","1800"
"2022-2023","THREE_QUARTER_TIME","2500","2599","201","300","1725"
"2022-2023","THREE_QUARTER_TIME","2500","2599","301","400","1650"
"2022-2023","THREE_QUARTER_TIME","2500","2599","401","500","1575"
"2022-2023","THREE_QUARTER_TIME","2500","2599","501","600","1500"
"2022-2023","THREE_QUARTER_TIME","2500","2599","601","700","1425"
"2022-2023","THREE_QUARTER_TIME","2500","2599","701","800","1350"
"2022-2023","THREE_QUARTER_TIME","2500","2599","801","900","1275"
"2022-2023","THREE_QUARTER_TIME","2500","2599","901","1000","1200"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1001","1100","1125"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1101","1200","1050"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1201","1300","975"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1301","1400","900"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1401","1500","825"
"2022-2023","THREE_QUARTER_TIME","2500","2599","1501","1600","750"
"2022-2023","THREE_QUARTER_TIME","2600","2699","0","0","1988"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1","100","1950"
"2022-2023","THREE_QUARTER_TIME","2600","2699","101","200","1875"
"2022-2023","THREE_QUARTER_TIME","2600","2699","201","300","1800"
"2022-2023","THREE_QUARTER_TIME","2600","2699","301","400","1725"
"2022-2023","THREE_QUARTER_TIME","2600","2699","401","500","1650"
"2022-2023","THREE_QUARTER_TIME","2600","2699","501","600","1575"
"2022-2023","THREE_QUARTER_TIME","2600","2699","601","700","1500"
"2022-2023","THREE_QUARTER_TIME","2600","2699","701","800","1425"
"2022-2023","THREE_QUARTER_TIME","2600","2699","801","900","1350"
"2022-2023","THREE_QUARTER_TIME","2600","2699","901","1000","1275"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1001","1100","1200"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1101","1200","1125"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1201","1300","1050"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1301","1400","975"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1401","1500","900"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1501","1600","825"
"2022-2023","THREE_QUARTER_TIME","2600","2699","1601","1700","750"
"2022-2023","THREE_QUARTER_TIME","2700","2799","0","0","2063"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1","100","2025"
"2022-2023","THREE_QUARTER_TIME","2700","2799","101","200","1950"
"2022-2023","THREE_QUARTER_TIME","2700","2799","201","300","1875"
"2022-2023","THREE_QUARTER_TIME","2700","2799","301","400","1800"
"2022-2023","THREE_QUARTER_TIME","2700","2799","401","500","1725"
"2022-2023","THREE_QUARTER_TIME","2700","2799","501","600","1650"
"2022-2023","THREE_QUARTER_TIME","2700","2799","601","700","1575"
"2022-2023","THREE_QUARTER_TIME","2700","2799","701","800","1500"
"2022-2023","THREE_QUARTER_TIME","2700","2799","801","900","1425"
"2022-2023","THREE_QUARTER_TIME","2700","2799","901","1000","1350"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1001","1100","1275"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1101","1200","1200"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1201","1300","1125"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1301","1400","1050"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1401","1500","975"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1501","1600","900"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1601","1700","825"
"2022-2023","THREE_QUARTER_TIME","2700","2799","1701","1800","750"
"2022-2023","THREE_QUARTER_TIME","2800","2899","0","0","2138"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1","100","2100"
"2022-2023","THREE_QUARTER_TIME","2800","2899","101","200","2025"
"2022-2023","THREE_QUARTER_TIME","2800","2899","201","300","1950"
"2022-2023","THREE_QUARTER_TIME","2800","2899","301","400","1875"
"2022-2023","THREE_QUARTER_TIME","2800","2899","401","500","1800"
"2022-2023","THREE_QUARTER_TIME","2800","2899","501","600","1725"
"2022-2023","THREE_QUARTER_TIME","2800","2899","601","700","1650"
"2022-2023","THREE_QUARTER_TIME","2800","2899","701","800","1575"
"2022-2023","THREE_QUARTER_TIME","2800","2899","801","900","1500"
"2022-2023","THREE_QUARTER_TIME","2800","2899","901","1000","1425"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1001","1100","1350"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1101","1200","1275"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1201","1300","1200"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1301","1400","1125"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1401","1500","1050"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1501","1600","975"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1601","1700","900"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1701","1800","825"
"2022-2023","THREE_QUARTER_TIME","2800","2899","1801","1900","750"
"2022-2023","THREE_QUARTER_TIME","2900","2999","0","0","2213"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1","100","2175"
"2022-2023","THREE_QUARTER_TIME","2900","2999","101","200","2100"
"2022-2023","THREE_QUARTER_TIME","2900","2999","201","300","2025"
"2022-2023","THREE_QUARTER_TIME","2900","2999","301","400","1950"
"2022-2023","THREE_QUARTER_TIME","2900","2999","401","500","1875"
"2022-2023","THREE_QUARTER_TIME","2900","2999","501","600","1800"
"2022-2023","THREE_QUARTER_TIME","2900","2999","601","700","1725"
"2022-2023","THREE_QUARTER_TIME","2900","2999","701","800","1650"
"2022-2023","THREE_QUARTER_TIME","2900","2999","801","900","1575"
"2022-2023","THREE_QUARTER_TIME","2900","2999","901","1000","1500"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1001","1100","1425"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1101","1200","1350"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1201","1300","1275"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1301","1400","1200"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1401","1500","1125"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1501","1600","1050"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1601","1700","975"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1701","1800","900"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1801","1900","825"
"2022-2023","THREE_QUARTER_TIME","2900","2999","1901","2000","750"
"2022-2023","THREE_QUARTER_TIME","3000","3099","0","0","2288"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1","100","2250"
"2022-2023","THREE_QUARTER_TIME","3000","3099","101","200","2175"
"2022-2023","THREE_QUARTER_TIME","3000","3099","201","300","2100"
"2022-2023","THREE_QUARTER_TIME","3000","3099","301","400","2025"
"2022-2023","THREE_QUARTER_TIME","3000","3099","401","500","1950"
"2022-2023","THREE_QUARTER_TIME","3000","3099","501","600","1875"
"2022-2023","THREE_QUARTER_TIME","3000","3099","601","700","1800"
"2022-2023","THREE_QUARTER_TIME","3000","3099","701","800","1725"
"2022-2023","THREE_QUARTER_TIME","3000","3099","801","900","1650"
"2022-2023","THREE_QUARTER_TIME","3000","3099","901","1000","1575"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1001","1100","1500"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1101","1200","1425"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1201","1300","1350"
"2022-2023","THREE_QUARTER_TIME","3000","3099","1301","1400","1275"
